timeSinceStartup,Face_Time,Face_Status,Brow_Lowerer_L,Brow_Lowerer_R,Cheek_Puff_L,Cheek_Puff_R,Cheek_Raiser_L,Cheek_Raiser_R,Cheek_Suck_L,Cheek_Suck_R,Chin_Raiser_B,Chin_Raiser_T,Dimpler_L,Dimpler_R,Eyes_Closed_L,Eyes_Closed_R,Eyes_Look_Down_L,Eyes_Look_Down_R,Eyes_Look_Left_L,Eyes_Look_Left_R,Eyes_Look_Right_L,Eyes_Look_Right_R,Eyes_Look_Up_L,Eyes_Look_Up_R,Inner_Brow_Raiser_L,Inner_Brow_Raiser_R,Jaw_Drop,Jaw_Sideways_Left,Jaw_Sideways_Right,Jaw_Thrust,Lid_Tightener_L,Lid_Tightener_R,Lip_Corner_Depressor_L,Lip_Corner_Depressor_R,Lip_Corner_Puller_L,Lip_Corner_Puller_R,Lip_Funneler_LB,Lip_Funneler_LT,Lip_Funneler_RB,Lip_Funneler_RT,Lip_Pressor_L,Lip_Pressor_R,Lip_Pucker_L,Lip_Pucker_R,Lip_Stretcher_L,Lip_Stretcher_R,Lip_Suck_LB,Lip_Suck_LT,Lip_Suck_RB,Lip_Suck_RT,Lip_Tightener_L,Lip_Tightener_R,Lips_Toward,Lower_Lip_Depressor_L,Lower_Lip_Depressor_R,Mouth_Left,Mouth_Right,Nose_Wrinkler_L,Nose_Wrinkler_R,Outer_Brow_Raiser_L,Outer_Brow_Raiser_R,Upper_Lid_Raiser_L,Upper_Lid_Raiser_R,Upper_Lip_Raiser_L,Upper_Lip_Raiser_R,Tongue_Tip_Interdental,Tongue_Tip_Alveolar,Tongue_Front_Dorsal_Palate,Tongue_Mid_Dorsal_Palate,Tongue_Back_Dorsal_Velar,Tongue_Out,Tongue_Retreat,FaceRegionConfidence_Lower,FaceRegionConfidence_Upper
0.820478,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.211023,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.212215,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.441728,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.44312,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.444897,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.445883,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.446405,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.446921,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.447659,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.448281,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.448811,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.449342,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.450022,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.450513,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.451174,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.451815,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.452577,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.453317,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.453936,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.499477,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.503727,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.50631,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.507624,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.511335,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.512009,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.51253,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.513084,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.513653,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.516357,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.517019,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.528588,65397.674913,true,0.02627645,0.01101885,1.207483E-08,1.527503E-11,0.0008282692,0.002293783,0,0,1.024407E-07,0.001278654,0,0,2.975539E-15,0,1.422921E-14,1.125367E-14,0,0,0.1086196,0.02242335,0,0,0.09306713,0.1003921,0.04330569,0.002427864,0.002427797,0.01384087,0.06088083,0.0148963,0.001025935,2.702038E-07,0,0,0,0.002427864,0,0.002427864,0,0,0.003206295,0.002584641,0,0,0,0,0,0,0.003081976,0.003081976,0.02651858,0,0,0,0,7.543484E-06,2.427725E-06,0.09499637,0.1067832,0.01013212,0.01017181,3.700486E-07,1.524839E-07,0,0,0,0,0,0,0,1,1
1.530412,65397.674913,true,0.02627645,0.01101885,1.207483E-08,1.527503E-11,0.0008282692,0.002293783,0,0,1.024407E-07,0.001278654,0,0,2.975539E-15,0,1.422921E-14,1.125367E-14,0,0,0.1086196,0.02242335,0,0,0.09306713,0.1003921,0.04330569,0.002427864,0.002427797,0.01384087,0.06088083,0.0148963,0.001025935,2.702038E-07,0,0,0,0.002427864,0,0.002427864,0,0,0.003206295,0.002584641,0,0,0,0,0,0,0.003081976,0.003081976,0.02651858,0,0,0,0,7.543484E-06,2.427725E-06,0.09499637,0.1067832,0.01013212,0.01017181,3.700486E-07,1.524839E-07,0,0,0,0,0,0,0,1,1
1.531978,65397.674913,true,0.02627645,0.01101885,1.207483E-08,1.527503E-11,0.0008282692,0.002293783,0,0,1.024407E-07,0.001278654,0,0,2.975539E-15,0,1.422921E-14,1.125367E-14,0,0,0.1086196,0.02242335,0,0,0.09306713,0.1003921,0.04330569,0.002427864,0.002427797,0.01384087,0.06088083,0.0148963,0.001025935,2.702038E-07,0,0,0,0.002427864,0,0.002427864,0,0,0.003206295,0.002584641,0,0,0,0,0,0,0.003081976,0.003081976,0.02651858,0,0,0,0,7.543484E-06,2.427725E-06,0.09499637,0.1067832,0.01013212,0.01017181,3.700486E-07,1.524839E-07,0,0,0,0,0,0,0,1,1
1.565574,65397.674913,true,0.02627645,0.01101885,1.207483E-08,1.527503E-11,0.0008282692,0.002293783,0,0,1.024407E-07,0.001278654,0,0,2.975539E-15,0,1.422921E-14,1.125367E-14,0,0,0.1086196,0.02242335,0,0,0.09306713,0.1003921,0.04330569,0.002427864,0.002427797,0.01384087,0.06088083,0.0148963,0.001025935,2.702038E-07,0,0,0,0.002427864,0,0.002427864,0,0,0.003206295,0.002584641,0,0,0,0,0,0,0.003081976,0.003081976,0.02651858,0,0,0,0,7.543484E-06,2.427725E-06,0.09499637,0.1067832,0.01013212,0.01017181,3.700486E-07,1.524839E-07,0,0,0,0,0,0,0,1,1
1.567634,65397.674913,true,0.02627645,0.01101885,1.207483E-08,1.527503E-11,0.0008282692,0.002293783,0,0,1.024407E-07,0.001278654,0,0,2.975539E-15,0,1.422921E-14,1.125367E-14,0,0,0.1086196,0.02242335,0,0,0.09306713,0.1003921,0.04330569,0.002427864,0.002427797,0.01384087,0.06088083,0.0148963,0.001025935,2.702038E-07,0,0,0,0.002427864,0,0.002427864,0,0,0.003206295,0.002584641,0,0,0,0,0,0,0.003081976,0.003081976,0.02651858,0,0,0,0,7.543484E-06,2.427725E-06,0.09499637,0.1067832,0.01013212,0.01017181,3.700486E-07,1.524839E-07,0,0,0,0,0,0,0,1,1
1.609525,65397.702691,true,0.02640959,0.01099584,8.949665E-09,1.132257E-11,0.0005535372,0.001523954,0,0,7.591416E-08,0.0009095392,0,0,2.12416E-15,0,1.010264E-14,7.97848E-15,0,0,0.2583436,0.1718497,0,0,0.08502488,0.08964587,0.0565956,0.001613368,0.001613314,0.02005517,0.05781734,0.01358627,0.000705258,2.001395E-07,0,0,0,0.001613368,0,0.001613368,0,0,0.001299951,0.006704675,0,0,0,0,0,0,0.001292351,0.00635431,0.02678955,0,0,0,0,5.196094E-06,1.725276E-06,0.08120922,0.09302364,0.0105342,0.004459965,2.708216E-07,1.126322E-07,0,0,0,0,0,0,0,1,1
1.613151,65397.702691,true,0.02640959,0.01099584,8.949665E-09,1.132257E-11,0.0005535372,0.001523954,0,0,7.591416E-08,0.0009095392,0,0,2.12416E-15,0,1.010264E-14,7.97848E-15,0,0,0.2583436,0.1718497,0,0,0.08502488,0.08964587,0.0565956,0.001613368,0.001613314,0.02005517,0.05781734,0.01358627,0.000705258,2.001395E-07,0,0,0,0.001613368,0,0.001613368,0,0,0.001299951,0.006704675,0,0,0,0,0,0,0.001292351,0.00635431,0.02678955,0,0,0,0,5.196094E-06,1.725276E-06,0.08120922,0.09302364,0.0105342,0.004459965,2.708216E-07,1.126322E-07,0,0,0,0,0,0,0,1,1
1.615263,65397.702691,true,0.02640959,0.01099584,8.949665E-09,1.132257E-11,0.0005535372,0.001523954,0,0,7.591416E-08,0.0009095392,0,0,2.12416E-15,0,1.010264E-14,7.97848E-15,0,0,0.2583436,0.1718497,0,0,0.08502488,0.08964587,0.0565956,0.001613368,0.001613314,0.02005517,0.05781734,0.01358627,0.000705258,2.001395E-07,0,0,0,0.001613368,0,0.001613368,0,0,0.001299951,0.006704675,0,0,0,0,0,0,0.001292351,0.00635431,0.02678955,0,0,0,0,5.196094E-06,1.725276E-06,0.08120922,0.09302364,0.0105342,0.004459965,2.708216E-07,1.126322E-07,0,0,0,0,0,0,0,1,1
1.616971,65397.702691,true,0.02640959,0.01099584,8.949665E-09,1.132257E-11,0.0005535372,0.001523954,0,0,7.591416E-08,0.0009095392,0,0,2.12416E-15,0,1.010264E-14,7.97848E-15,0,0,0.2583436,0.1718497,0,0,0.08502488,0.08964587,0.0565956,0.001613368,0.001613314,0.02005517,0.05781734,0.01358627,0.000705258,2.001395E-07,0,0,0,0.001613368,0,0.001613368,0,0,0.001299951,0.006704675,0,0,0,0,0,0,0.001292351,0.00635431,0.02678955,0,0,0,0,5.196094E-06,1.725276E-06,0.08120922,0.09302364,0.0105342,0.004459965,2.708216E-07,1.126322E-07,0,0,0,0,0,0,0,1,1
1.619461,65397.702691,true,0.02640959,0.01099584,8.949665E-09,1.132257E-11,0.0005535372,0.001523954,0,0,7.591416E-08,0.0009095392,0,0,2.12416E-15,0,1.010264E-14,7.97848E-15,0,0,0.2583436,0.1718497,0,0,0.08502488,0.08964587,0.0565956,0.001613368,0.001613314,0.02005517,0.05781734,0.01358627,0.000705258,2.001395E-07,0,0,0,0.001613368,0,0.001613368,0,0,0.001299951,0.006704675,0,0,0,0,0,0,0.001292351,0.00635431,0.02678955,0,0,0,0,5.196094E-06,1.725276E-06,0.08120922,0.09302364,0.0105342,0.004459965,2.708216E-07,1.126322E-07,0,0,0,0,0,0,0,1,1
1.625632,65397.702691,true,0.02640959,0.01099584,8.949665E-09,1.132257E-11,0.0005535372,0.001523954,0,0,7.591416E-08,0.0009095392,0,0,2.12416E-15,0,1.010264E-14,7.97848E-15,0,0,0.2583436,0.1718497,0,0,0.08502488,0.08964587,0.0565956,0.001613368,0.001613314,0.02005517,0.05781734,0.01358627,0.000705258,2.001395E-07,0,0,0,0.001613368,0,0.001613368,0,0,0.001299951,0.006704675,0,0,0,0,0,0,0.001292351,0.00635431,0.02678955,0,0,0,0,5.196094E-06,1.725276E-06,0.08120922,0.09302364,0.0105342,0.004459965,2.708216E-07,1.126322E-07,0,0,0,0,0,0,0,1,1
1.63685,65397.730465,true,0.0229434,0.01097632,6.633681E-09,8.393148E-12,0.0003754389,0.001028384,0,0,5.626087E-08,0.0006509096,0,0,1.52477E-15,0,7.218328E-15,5.693559E-15,0,0,0.2684923,0.1813401,0,0,0.06250032,0.07048751,0.06156233,0.001088915,0.001088873,0.03070922,0.05626737,0.01272683,0.0004901243,1.48265E-07,0,0,0,0.001088915,0,0.001088915,0,0,0.005036174,0.008669627,0,0,0,0,0,0,0.0005793434,0.0027287,0.02693952,0,0,0,0,3.617342E-06,1.233693E-06,0.05986422,0.07973721,0.01070664,0.002082044,1.985837E-07,8.324225E-08,0,0,0,0,0,0,0,1,1
1.639194,65397.730465,true,0.0229434,0.01097632,6.633681E-09,8.393148E-12,0.0003754389,0.001028384,0,0,5.626087E-08,0.0006509096,0,0,1.52477E-15,0,7.218328E-15,5.693559E-15,0,0,0.2684923,0.1813401,0,0,0.06250032,0.07048751,0.06156233,0.001088915,0.001088873,0.03070922,0.05626737,0.01272683,0.0004901243,1.48265E-07,0,0,0,0.001088915,0,0.001088915,0,0,0.005036174,0.008669627,0,0,0,0,0,0,0.0005793434,0.0027287,0.02693952,0,0,0,0,3.617342E-06,1.233693E-06,0.05986422,0.07973721,0.01070664,0.002082044,1.985837E-07,8.324225E-08,0,0,0,0,0,0,0,1,1
1.641089,65397.730465,true,0.0229434,0.01097632,6.633681E-09,8.393148E-12,0.0003754389,0.001028384,0,0,5.626087E-08,0.0006509096,0,0,1.52477E-15,0,7.218328E-15,5.693559E-15,0,0,0.2684923,0.1813401,0,0,0.06250032,0.07048751,0.06156233,0.001088915,0.001088873,0.03070922,0.05626737,0.01272683,0.0004901243,1.48265E-07,0,0,0,0.001088915,0,0.001088915,0,0,0.005036174,0.008669627,0,0,0,0,0,0,0.0005793434,0.0027287,0.02693952,0,0,0,0,3.617342E-06,1.233693E-06,0.05986422,0.07973721,0.01070664,0.002082044,1.985837E-07,8.324225E-08,0,0,0,0,0,0,0,1,1
1.648563,65397.730465,true,0.0229434,0.01097632,6.633681E-09,8.393148E-12,0.0003754389,0.001028384,0,0,5.626087E-08,0.0006509096,0,0,1.52477E-15,0,7.218328E-15,5.693559E-15,0,0,0.2684923,0.1813401,0,0,0.06250032,0.07048751,0.06156233,0.001088915,0.001088873,0.03070922,0.05626737,0.01272683,0.0004901243,1.48265E-07,0,0,0,0.001088915,0,0.001088915,0,0,0.005036174,0.008669627,0,0,0,0,0,0,0.0005793434,0.0027287,0.02693952,0,0,0,0,3.617342E-06,1.233693E-06,0.05986422,0.07973721,0.01070664,0.002082044,1.985837E-07,8.324225E-08,0,0,0,0,0,0,0,1,1
1.655462,65397.730465,true,0.0229434,0.01097632,6.633681E-09,8.393148E-12,0.0003754389,0.001028384,0,0,5.626087E-08,0.0006509096,0,0,1.52477E-15,0,7.218328E-15,5.693559E-15,0,0,0.2684923,0.1813401,0,0,0.06250032,0.07048751,0.06156233,0.001088915,0.001088873,0.03070922,0.05626737,0.01272683,0.0004901243,1.48265E-07,0,0,0,0.001088915,0,0.001088915,0,0,0.005036174,0.008669627,0,0,0,0,0,0,0.0005793434,0.0027287,0.02693952,0,0,0,0,3.617342E-06,1.233693E-06,0.05986422,0.07973721,0.01070664,0.002082044,1.985837E-07,8.324225E-08,0,0,0,0,0,0,0,1,1
1.693912,65397.730465,true,0.0229434,0.01097632,6.633681E-09,8.393148E-12,0.0003754389,0.001028384,0,0,5.626087E-08,0.0006509096,0,0,1.52477E-15,0,7.218328E-15,5.693559E-15,0,0,0.2684923,0.1813401,0,0,0.06250032,0.07048751,0.06156233,0.001088915,0.001088873,0.03070922,0.05626737,0.01272683,0.0004901243,1.48265E-07,0,0,0,0.001088915,0,0.001088915,0,0,0.005036174,0.008669627,0,0,0,0,0,0,0.0005793434,0.0027287,0.02693952,0,0,0,0,3.617342E-06,1.233693E-06,0.05986422,0.07973721,0.01070664,0.002082044,1.985837E-07,8.324225E-08,0,0,0,0,0,0,0,1,1
1.697521,65397.730465,true,0.0229434,0.01097632,6.633681E-09,8.393148E-12,0.0003754389,0.001028384,0,0,5.626087E-08,0.0006509096,0,0,1.52477E-15,0,7.218328E-15,5.693559E-15,0,0,0.2684923,0.1813401,0,0,0.06250032,0.07048751,0.06156233,0.001088915,0.001088873,0.03070922,0.05626737,0.01272683,0.0004901243,1.48265E-07,0,0,0,0.001088915,0,0.001088915,0,0,0.005036174,0.008669627,0,0,0,0,0,0,0.0005793434,0.0027287,0.02693952,0,0,0,0,3.617342E-06,1.233693E-06,0.05986422,0.07973721,0.01070664,0.002082044,1.985837E-07,8.324225E-08,0,0,0,0,0,0,0,1,1
1.705529,65397.730465,true,0.0229434,0.01097632,6.633681E-09,8.393148E-12,0.0003754389,0.001028384,0,0,5.626087E-08,0.0006509096,0,0,1.52477E-15,0,7.218328E-15,5.693559E-15,0,0,0.2684923,0.1813401,0,0,0.06250032,0.07048751,0.06156233,0.001088915,0.001088873,0.03070922,0.05626737,0.01272683,0.0004901243,1.48265E-07,0,0,0,0.001088915,0,0.001088915,0,0,0.005036174,0.008669627,0,0,0,0,0,0,0.0005793434,0.0027287,0.02693952,0,0,0,0,3.617342E-06,1.233693E-06,0.05986422,0.07973721,0.01070664,0.002082044,1.985837E-07,8.324225E-08,0,0,0,0,0,0,0,1,1
1.707446,65397.730465,true,0.0229434,0.01097632,6.633681E-09,8.393148E-12,0.0003754389,0.001028384,0,0,5.626087E-08,0.0006509096,0,0,1.52477E-15,0,7.218328E-15,5.693559E-15,0,0,0.2684923,0.1813401,0,0,0.06250032,0.07048751,0.06156233,0.001088915,0.001088873,0.03070922,0.05626737,0.01272683,0.0004901243,1.48265E-07,0,0,0,0.001088915,0,0.001088915,0,0,0.005036174,0.008669627,0,0,0,0,0,0,0.0005793434,0.0027287,0.02693952,0,0,0,0,3.617342E-06,1.233693E-06,0.05986422,0.07973721,0.01070664,0.002082044,1.985837E-07,8.324225E-08,0,0,0,0,0,0,0,1,1
1.71357,65397.869345,true,0.02524691,0.01091809,0.0032201,0.00322038,8.18706E-05,0.0002215974,0,0,1.509332E-08,0.000160936,0,0,3.79639E-16,1.058791E-22,1.778031E-15,1.398392E-15,0,0,0.2465807,0.1593498,0,0,0.0567577,0.06454331,0.05954613,0.00740197,0.007401947,0.08511106,0.05459236,0.01127975,0.0001131472,3.973765E-08,0,0,0.0032204,0.0002347389,0.0032204,0.002988431,0,0,0.01908387,0.01911712,0,0,0,0,0,0,0.01665833,0.01887659,0.02900309,0.0032204,0,0,0,8.384804E-07,3.044529E-07,0.06123127,0.06937072,0.00687197,0.0001864584,5.196797E-08,2.218799E-08,0,0,0,0,0,0,0,1,1
1.716097,65397.869345,true,0.02524691,0.01091809,0.0032201,0.00322038,8.18706E-05,0.0002215974,0,0,1.509332E-08,0.000160936,0,0,3.79639E-16,1.058791E-22,1.778031E-15,1.398392E-15,0,0,0.2465807,0.1593498,0,0,0.0567577,0.06454331,0.05954613,0.00740197,0.007401947,0.08511106,0.05459236,0.01127975,0.0001131472,3.973765E-08,0,0,0.0032204,0.0002347389,0.0032204,0.002988431,0,0,0.01908387,0.01911712,0,0,0,0,0,0,0.01665833,0.01887659,0.02900309,0.0032204,0,0,0,8.384804E-07,3.044529E-07,0.06123127,0.06937072,0.00687197,0.0001864584,5.196797E-08,2.218799E-08,0,0,0,0,0,0,0,1,1
1.725308,65397.869345,true,0.02524691,0.01091809,0.0032201,0.00322038,8.18706E-05,0.0002215974,0,0,1.509332E-08,0.000160936,0,0,3.79639E-16,1.058791E-22,1.778031E-15,1.398392E-15,0,0,0.2465807,0.1593498,0,0,0.0567577,0.06454331,0.05954613,0.00740197,0.007401947,0.08511106,0.05459236,0.01127975,0.0001131472,3.973765E-08,0,0,0.0032204,0.0002347389,0.0032204,0.002988431,0,0,0.01908387,0.01911712,0,0,0,0,0,0,0.01665833,0.01887659,0.02900309,0.0032204,0,0,0,8.384804E-07,3.044529E-07,0.06123127,0.06937072,0.00687197,0.0001864584,5.196797E-08,2.218799E-08,0,0,0,0,0,0,0,1,1
1.739906,65397.869345,true,0.02524691,0.01091809,0.0032201,0.00322038,8.18706E-05,0.0002215974,0,0,1.509332E-08,0.000160936,0,0,3.79639E-16,1.058791E-22,1.778031E-15,1.398392E-15,0,0,0.2465807,0.1593498,0,0,0.0567577,0.06454331,0.05954613,0.00740197,0.007401947,0.08511106,0.05459236,0.01127975,0.0001131472,3.973765E-08,0,0,0.0032204,0.0002347389,0.0032204,0.002988431,0,0,0.01908387,0.01911712,0,0,0,0,0,0,0.01665833,0.01887659,0.02900309,0.0032204,0,0,0,8.384804E-07,3.044529E-07,0.06123127,0.06937072,0.00687197,0.0001864584,5.196797E-08,2.218799E-08,0,0,0,0,0,0,0,1,1
