name	component	type	tracked_point	units	sampling_frequency	reference_frame
Right_XRHand_MiddleIntermediate_qw	quat_w	ORNT	Right_XRHand_MiddleIntermediate	n/a	90.0	global
Right_XRHand_MiddleDistal_x	x	POS	Right_XRHand_MiddleDistal	m	90.0	global
Right_XRHand_MiddleDistal_y	y	POS	Right_XRHand_MiddleDistal	m	90.0	global
Right_XRHand_MiddleDistal_z	z	POS	Right_XRHand_MiddleDistal	m	90.0	global
Right_XRHand_MiddleDistal_qx	quat_x	ORNT	Right_XRHand_MiddleDistal	n/a	90.0	global
Right_XRHand_MiddleDistal_qy	quat_y	ORNT	Right_XRHand_MiddleDistal	n/a	90.0	global
Right_XRHand_MiddleDistal_qz	quat_z	ORNT	Right_XRHand_MiddleDistal	n/a	90.0	global
Right_XRHand_MiddleDistal_qw	quat_w	ORNT	Right_XRHand_MiddleDistal	n/a	90.0	global
Right_XRHand_MiddleTip_x	x	POS	Right_XRHand_MiddleTip	m	90.0	global
Right_XRHand_MiddleTip_y	y	POS	Right_XRHand_MiddleTip	m	90.0	global
Right_XRHand_MiddleTip_z	z	POS	Right_XRHand_MiddleTip	m	90.0	global
Right_XRHand_MiddleTip_qx	quat_x	ORNT	Right_XRHand_MiddleTip	n/a	90.0	global
Right_XRHand_MiddleTip_qy	quat_y	ORNT	Right_XRHand_MiddleTip	n/a	90.0	global
Right_XRHand_MiddleTip_qz	quat_z	ORNT	Right_XRHand_MiddleTip	n/a	90.0	global
Right_XRHand_MiddleTip_qw	quat_w	ORNT	Right_XRHand_MiddleTip	n/a	90.0	global
Right_XRHand_RingMetacarpal_x	x	POS	Right_XRHand_RingMetacarpal	m	90.0	global
Right_XRHand_RingMetacarpal_y	y	POS	Right_XRHand_RingMetacarpal	m	90.0	global
Right_XRHand_RingMetacarpal_z	z	POS	Right_XRHand_RingMetacarpal	m	90.0	global
Right_XRHand_RingMetacarpal_qx	quat_x	ORNT	Right_XRHand_RingMetacarpal	n/a	90.0	global
Right_XRHand_RingMetacarpal_qy	quat_y	ORNT	Right_XRHand_RingMetacarpal	n/a	90.0	global
Right_XRHand_RingMetacarpal_qz	quat_z	ORNT	Right_XRHand_RingMetacarpal	n/a	90.0	global
Right_XRHand_RingMetacarpal_qw	quat_w	ORNT	Right_XRHand_RingMetacarpal	n/a	90.0	global
Right_XRHand_RingProximal_x	x	POS	Right_XRHand_RingProximal	m	90.0	global
Right_XRHand_RingProximal_y	y	POS	Right_XRHand_RingProximal	m	90.0	global
Right_XRHand_RingProximal_z	z	POS	Right_XRHand_RingProximal	m	90.0	global
Right_XRHand_RingProximal_qx	quat_x	ORNT	Right_XRHand_RingProximal	n/a	90.0	global
Right_XRHand_RingProximal_qy	quat_y	ORNT	Right_XRHand_RingProximal	n/a	90.0	global
Right_XRHand_RingProximal_qz	quat_z	ORNT	Right_XRHand_RingProximal	n/a	90.0	global
Right_XRHand_RingProximal_qw	quat_w	ORNT	Right_XRHand_RingProximal	n/a	90.0	global
Right_XRHand_RingIntermediate_x	x	POS	Right_XRHand_RingIntermediate	m	90.0	global
Right_XRHand_RingIntermediate_y	y	POS	Right_XRHand_RingIntermediate	m	90.0	global
Right_XRHand_RingIntermediate_z	z	POS	Right_XRHand_RingIntermediate	m	90.0	global
Right_XRHand_RingIntermediate_qx	quat_x	ORNT	Right_XRHand_RingIntermediate	n/a	90.0	global
Right_XRHand_RingIntermediate_qy	quat_y	ORNT	Right_XRHand_RingIntermediate	n/a	90.0	global
Right_XRHand_RingIntermediate_qz	quat_z	ORNT	Right_XRHand_RingIntermediate	n/a	90.0	global
Right_XRHand_RingIntermediate_qw	quat_w	ORNT	Right_XRHand_RingIntermediate	n/a	90.0	global
Right_XRHand_RingDistal_x	x	POS	Right_XRHand_RingDistal	m	90.0	global
Right_XRHand_RingDistal_y	y	POS	Right_XRHand_RingDistal	m	90.0	global
Right_XRHand_RingDistal_z	z	POS	Right_XRHand_RingDistal	m	90.0	global
Right_XRHand_RingDistal_qx	quat_x	ORNT	Right_XRHand_RingDistal	n/a	90.0	global
Right_XRHand_RingDistal_qy	quat_y	ORNT	Right_XRHand_RingDistal	n/a	90.0	global
Right_XRHand_RingDistal_qz	quat_z	ORNT	Right_XRHand_RingDistal	n/a	90.0	global
Right_XRHand_RingDistal_qw	quat_w	ORNT	Right_XRHand_RingDistal	n/a	90.0	global
Right_XRHand_RingTip_x	x	POS	Right_XRHand_RingTip	m	90.0	global
Right_XRHand_RingTip_y	y	POS	Right_XRHand_RingTip	m	90.0	global
Right_XRHand_RingTip_z	z	POS	Right_XRHand_RingTip	m	90.0	global
Right_XRHand_RingTip_qx	quat_x	ORNT	Right_XRHand_RingTip	n/a	90.0	global
Right_XRHand_RingTip_qy	quat_y	ORNT	Right_XRHand_RingTip	n/a	90.0	global
Right_XRHand_RingTip_qz	quat_z	ORNT	Right_XRHand_RingTip	n/a	90.0	global
Right_XRHand_RingTip_qw	quat_w	ORNT	Right_XRHand_RingTip	n/a	90.0	global
Right_XRHand_LittleMetacarpal_x	x	POS	Right_XRHand_LittleMetacarpal	m	90.0	global
Right_XRHand_LittleMetacarpal_y	y	POS	Right_XRHand_LittleMetacarpal	m	90.0	global
Right_XRHand_LittleMetacarpal_z	z	POS	Right_XRHand_LittleMetacarpal	m	90.0	global
Right_XRHand_LittleMetacarpal_qx	quat_x	ORNT	Right_XRHand_LittleMetacarpal	n/a	90.0	global
Right_XRHand_LittleMetacarpal_qy	quat_y	ORNT	Right_XRHand_LittleMetacarpal	n/a	90.0	global
Right_XRHand_LittleMetacarpal_qz	quat_z	ORNT	Right_XRHand_LittleMetacarpal	n/a	90.0	global
Right_XRHand_LittleMetacarpal_qw	quat_w	ORNT	Right_XRHand_LittleMetacarpal	n/a	90.0	global
Right_XRHand_LittleProximal_x	x	POS	Right_XRHand_LittleProximal	m	90.0	global
Right_XRHand_LittleProximal_y	y	POS	Right_XRHand_LittleProximal	m	90.0	global
Right_XRHand_LittleProximal_z	z	POS	Right_XRHand_LittleProximal	m	90.0	global
Right_XRHand_LittleProximal_qx	quat_x	ORNT	Right_XRHand_LittleProximal	n/a	90.0	global
Right_XRHand_LittleProximal_qy	quat_y	ORNT	Right_XRHand_LittleProximal	n/a	90.0	global
Right_XRHand_LittleProximal_qz	quat_z	ORNT	Right_XRHand_LittleProximal	n/a	90.0	global
Right_XRHand_LittleProximal_qw	quat_w	ORNT	Right_XRHand_LittleProximal	n/a	90.0	global
Right_XRHand_LittleIntermediate_x	x	POS	Right_XRHand_LittleIntermediate	m	90.0	global
Right_XRHand_LittleIntermediate_y	y	POS	Right_XRHand_LittleIntermediate	m	90.0	global
Right_XRHand_LittleIntermediate_z	z	POS	Right_XRHand_LittleIntermediate	m	90.0	global
Right_XRHand_LittleIntermediate_qx	quat_x	ORNT	Right_XRHand_LittleIntermediate	n/a	90.0	global
Right_XRHand_LittleIntermediate_qy	quat_y	ORNT	Right_XRHand_LittleIntermediate	n/a	90.0	global
Right_XRHand_LittleIntermediate_qz	quat_z	ORNT	Right_XRHand_LittleIntermediate	n/a	90.0	global
Right_XRHand_LittleIntermediate_qw	quat_w	ORNT	Right_XRHand_LittleIntermediate	n/a	90.0	global
Right_XRHand_LittleDistal_x	x	POS	Right_XRHand_LittleDistal	m	90.0	global
Right_XRHand_LittleDistal_y	y	POS	Right_XRHand_LittleDistal	m	90.0	global
Right_XRHand_LittleDistal_z	z	POS	Right_XRHand_LittleDistal	m	90.0	global
Right_XRHand_LittleDistal_qx	quat_x	ORNT	Right_XRHand_LittleDistal	n/a	90.0	global
Right_XRHand_LittleDistal_qy	quat_y	ORNT	Right_XRHand_LittleDistal	n/a	90.0	global
Right_XRHand_LittleDistal_qz	quat_z	ORNT	Right_XRHand_LittleDistal	n/a	90.0	global
Right_XRHand_LittleDistal_qw	quat_w	ORNT	Right_XRHand_LittleDistal	n/a	90.0	global
Right_XRHand_LittleTip_x	x	POS	Right_XRHand_LittleTip	m	90.0	global
Right_XRHand_LittleTip_y	y	POS	Right_XRHand_LittleTip	m	90.0	global
Right_XRHand_LittleTip_z	z	POS	Right_XRHand_LittleTip	m	90.0	global
Right_XRHand_LittleTip_qx	quat_x	ORNT	Right_XRHand_LittleTip	n/a	90.0	global
Right_XRHand_LittleTip_qy	quat_y	ORNT	Right_XRHand_LittleTip	n/a	90.0	global
Right_XRHand_LittleTip_qz	quat_z	ORNT	Right_XRHand_LittleTip	n/a	90.0	global
Right_XRHand_LittleTip_qw	quat_w	ORNT	Right_XRHand_LittleTip	n/a	90.0	global
